ID,Status,Direction,Type,EntryTime,ExitTime,OrderPrice,StopLoss,TakeProfit,PnL
25,LOSS,SELL,precision,2016-06-30T00:00:00.000Z,2016-07-04T00:00:00.000Z,1250.21,1356.72507,1216.94,-125.17566273679833
26,LOSS,SELL,precision,2016-07-01T00:00:00.000Z,2016-07-04T00:00:00.000Z,1250.21,1356.6775,1216.94,-123.29802779574636
27,LOSS,SELL,precision,2016-07-04T00:00:00.000Z,2016-07-04T00:00:00.000Z,1250.21,1356.87507,1216.94,-121.44855737881016
28,LOSS,BUY,precision,2016-07-13T00:00:00.000Z,2016-07-20T00:00:00.000Z,1330.01,1318.67586,1371.24,-119.62682901812802
29,LOSS,SELL,market,2016-07-21T00:00:00.000Z,2016-07-29T00:00:00.000Z,1315.71,1348.24929,1250.63143,-117.8324265828561
30,LOSS,SELL,market,2016-07-26T00:00:00.000Z,2016-07-29T00:00:00.000Z,1315.62,1346.39786,1254.06429,-116.06494018411327
31,LOSS,SELL,market,2016-07-27T00:00:00.000Z,2016-07-29T00:00:00.000Z,1320.13,1349.64786,1261.09429,-114.32396608135157
32,WIN,SELL,precision,2016-08-03T00:00:00.000Z,2016-11-14T00:00:00.000Z,1354.74,1380.36079,1213.39,621.2648874806391
33,LOSS,SELL,market,2016-08-25T00:00:00.000Z,2016-09-06T00:00:00.000Z,1324.41,1347.04179,1279.14643,-121.92807990234088
34,LOSS,SELL,market,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,1321.61,1341.99821,1280.83357,-120.09915870380577
35,LOSS,SELL,market,2016-08-29T00:00:00.000Z,2016-09-06T00:00:00.000Z,1321.18,1343.2225,1277.095,-118.29767132324868
36,LOSS,SELL,market,2016-08-30T00:00:00.000Z,2016-09-06T00:00:00.000Z,1323.3,1345.13571,1279.62857,-116.52320625339996
37,LOSS,SELL,market,2016-08-31T00:00:00.000Z,2016-09-06T00:00:00.000Z,1310.9,1332.56107,1267.57786,-114.77535815959897
38,LOSS,SELL,market,2016-09-01T00:00:00.000Z,2016-09-02T00:00:00.000Z,1308.74,1329.77964,1266.66071,-113.05372778720498
39,LOSS,SELL,market,2016-09-02T00:00:00.000Z,2016-09-06T00:00:00.000Z,1313.46,1333.38536,1273.60929,-111.3579218703969
40,WIN,SELL,precision,2016-09-07T00:00:00.000Z,2016-11-14T00:00:00.000Z,1339.43,1362.38121,1213.39,602.3655914200899
41,WIN,SELL,precision,2016-09-08T00:00:00.000Z,2016-11-14T00:00:00.000Z,1339.43,1362.37886,1213.39,652.0520658802002
42,WIN,SELL,market,2016-09-09T00:00:00.000Z,2016-10-04T00:00:00.000Z,1337.58,1359.11893,1294.50214,135.0247822620363
43,WIN,SELL,market,2016-09-12T00:00:00.000Z,2016-10-04T00:00:00.000Z,1327.92,1349.70857,1284.34286,160.9825977958302
44,WIN,SELL,market,2016-09-13T00:00:00.000Z,2016-10-04T00:00:00.000Z,1327.51,1349.31679,1283.89643,124.24309798981041
45,LOSS,SELL,market,2016-09-14T00:00:00.000Z,2016-09-22T00:00:00.000Z,1318.38,1340.17714,1274.78571,-134.80757507256047
46,WIN,SELL,market,2016-09-15T00:00:00.000Z,2016-10-04T00:00:00.000Z,1322.48,1344.64786,1278.14429,115.7717899693951
47,LOSS,BUY,market,2016-09-23T00:00:00.000Z,2016-09-29T00:00:00.000Z,1336.84,1315.91179,1378.69643,-134.52203829601297
48,LOSS,BUY,market,2016-09-26T00:00:00.000Z,2016-09-29T00:00:00.000Z,1337.47,1316.5525,1379.305,-132.50420772157278
49,LOSS,BUY,market,2016-09-27T00:00:00.000Z,2016-09-28T00:00:00.000Z,1337.71,1318.7425,1375.645,-130.5166446057492
50,LOSS,BUY,precision,2016-09-28T00:00:00.000Z,2016-09-30T00:00:00.000Z,1324.51,1315.281,1370.92,-128.55889493666294
51,LOSS,BUY,precision,2016-09-29T00:00:00.000Z,2016-09-30T00:00:00.000Z,1324.51,1315.33914,1370.92,-126.630511512613
52,WIN,SELL,market,2016-09-30T00:00:00.000Z,2016-10-04T00:00:00.000Z,1320.58,1339.41571,1282.90857,142.28942493030448
53,LOSS,BUY,precision,2016-10-03T00:00:00.000Z,2016-10-04T00:00:00.000Z,1318,1302.30057,1354.74,-126.86539521387837
54,LOSS,BUY,precision,2016-10-04T00:00:00.000Z,2016-10-04T00:00:00.000Z,1318,1302.42936,1354.74,-124.96241428567022
55,LOSS,SELL,market,2016-10-05T00:00:00.000Z,2016-11-01T00:00:00.000Z,1268.25,1290.59893,1223.55214,-123.08797807138517
56,LOSS,SELL,market,2016-10-06T00:00:00.000Z,2016-11-01T00:00:00.000Z,1266.43,1288.33321,1222.62357,-121.24165840031439
57,LOSS,SELL,market,2016-10-07T00:00:00.000Z,2016-10-28T00:00:00.000Z,1254.56,1277.2925,1209.095,-119.42303352430969
58,LOSS,SELL,market,2016-10-10T00:00:00.000Z,2016-10-28T00:00:00.000Z,1256.72,1281.06393,1208.03214,-117.63168802144503
59,LOSS,SELL,market,2016-10-11T00:00:00.000Z,2016-10-28T00:00:00.000Z,1259.46,1284.05464,1210.27071,-115.86721270112335
60,LOSS,SELL,market,2016-10-12T00:00:00.000Z,2016-10-25T00:00:00.000Z,1252.48,1274.99179,1207.45643,-114.1292045106065
61,LOSS,SELL,market,2016-10-13T00:00:00.000Z,2016-10-28T00:00:00.000Z,1255.03,1277.18286,1210.72429,-112.41726644294741
62,LOSS,SELL,market,2016-10-14T00:00:00.000Z,2016-10-28T00:00:00.000Z,1257.76,1280.16679,1212.94643,-110.7310074463032
63,LOSS,SELL,market,2016-10-17T00:00:00.000Z,2016-10-19T00:00:00.000Z,1250.54,1273.35179,1204.91643,-109.07004233460866
64,LOSS,SELL,market,2016-10-18T00:00:00.000Z,2016-10-28T00:00:00.000Z,1255.35,1277.32929,1211.39143,-107.43399169958953
65,LOSS,SELL,market,2016-10-19T00:00:00.000Z,2016-11-01T00:00:00.000Z,1262.38,1284.37214,1218.39571,-105.82248182409568
66,WIN,BUY,market,2016-10-20T00:00:00.000Z,2016-11-09T00:00:00.000Z,1269.15,1246.80107,1313.84786,147.25463390128076
67,LOSS,BUY,market,2016-11-07T00:00:00.000Z,2016-11-07T00:00:00.000Z,1304.45,1284.56214,1344.22571,-106.44396410525344
68,WIN,SELL,market,2016-11-14T00:00:00.000Z,2016-12-12T00:00:00.000Z,1227.1,1262.9425,1155.415,113.7569621665962
69,WIN,SELL,market,2016-11-15T00:00:00.000Z,2016-12-14T00:00:00.000Z,1220.1,1256.48786,1147.32429,200.93869765027017
70,WIN,SELL,market,2016-11-16T00:00:00.000Z,2016-12-12T00:00:00.000Z,1228.45,1264.93214,1155.48571,165.01916954858328
71,WIN,SELL,market,2016-11-17T00:00:00.000Z,2016-12-14T00:00:00.000Z,1224.65,1261.55643,1150.83714,132.60690011853805
72,WIN,SELL,market,2016-11-18T00:00:00.000Z,2016-12-14T00:00:00.000Z,1216.01,1252.7075,1142.615,137.26311710524286
73,WIN,SELL,market,2016-11-21T00:00:00.000Z,2016-12-15T00:00:00.000Z,1208.01,1245.40393,1133.22214,209.2156027488876
74,WIN,SELL,market,2016-11-22T00:00:00.000Z,2016-12-14T00:00:00.000Z,1213.96,1250.89,1140.1,174.50907883651627
75,WIN,SELL,market,2016-11-23T00:00:00.000Z,2016-12-15T00:00:00.000Z,1212.08,1248.39071,1139.45857,76.58193367691915
76,LOSS,SELL,market,2016-11-24T00:00:00.000Z,2017-02-02T00:00:00.000Z,1187.3,1224.92214,1112.05571,-122.99567657144796
77,LOSS,SELL,market,2016-11-25T00:00:00.000Z,2017-02-02T00:00:00.000Z,1184.21,1221.63393,1109.36214,-121.15074142287624
78,LOSS,SELL,market,2016-11-28T00:00:00.000Z,2017-01-17T00:00:00.000Z,1181.45,1218.44214,1107.46571,-119.33348030153309
79,LOSS,SELL,precision,2017-01-12T00:00:00.000Z,2017-01-17T00:00:00.000Z,1198.445,1210.97786,1145.07,-117.5434780970101
80,WIN,SELL,market,2016-11-30T00:00:00.000Z,2016-12-15T00:00:00.000Z,1188.19,1219.09429,1126.38143,105.29849426294639
81,LOSS,SELL,market,2016-12-01T00:00:00.000Z,2017-01-12T00:00:00.000Z,1173.03,1202.24143,1114.60714,-117.35980333949914
82,LOSS,SELL,market,2016-12-02T00:00:00.000Z,2017-01-11T00:00:00.000Z,1171.37,1197.32321,1119.46357,-115.59940628940666
83,LOSS,SELL,precision,2016-12-05T00:00:00.000Z,2016-12-05T00:00:00.000Z,1178.825,1184.341,1163.6,-113.86541519506555
84,LOSS,SELL,market,2016-12-06T00:00:00.000Z,2017-01-11T00:00:00.000Z,1170.01,1197.03679,1115.95643,-112.15743396713955
85,LOSS,SELL,market,2016-12-07T00:00:00.000Z,2017-01-11T00:00:00.000Z,1169.51,1196.19286,1116.14429,-110.47507245763246
86,WIN,BUY,precision,2016-12-21T00:00:00.000Z,2017-09-04T00:00:00.000Z,1144.36,1118.10207,1339.43,808.4078523533934
87,WIN,BUY,precision,2016-12-22T00:00:00.000Z,2017-09-04T00:00:00.000Z,1144.36,1118.27886,1339.43,904.5831046850088
88,WIN,BUY,precision,2016-12-23T00:00:00.000Z,2017-09-04T00:00:00.000Z,1144.36,1118.38707,1339.43,1010.2600664764446
89,WIN,BUY,precision,2016-12-27T00:00:00.000Z,2017-09-04T00:00:00.000Z,1144.36,1118.88871,1339.43,1146.2114975684938
90,WIN,BUY,precision,2016-12-28T00:00:00.000Z,2017-09-04T00:00:00.000Z,1144.36,1118.66479,1339.43,1266.7480673776095
91,WIN,BUY,market,2017-01-04T00:00:00.000Z,2017-01-12T00:00:00.000Z,1158.62,1137.96607,1199.92786,197.83695664982255
92,WIN,BUY,market,2017-01-05T00:00:00.000Z,2017-01-12T00:00:00.000Z,1163.09,1142.29571,1204.67857,86.4983783100395
93,WIN,BUY,market,2017-01-06T00:00:00.000Z,2017-02-02T00:00:00.000Z,1180.17,1159.77536,1220.95929,317.9693905690343
94,WIN,BUY,market,2017-01-09T00:00:00.000Z,2017-01-17T00:00:00.000Z,1172.27,1152.94786,1210.91429,144.85408332824204
95,WIN,BUY,market,2017-01-10T00:00:00.000Z,2017-01-23T00:00:00.000Z,1180.44,1161.15643,1219.00714,189.34413699586116
96,WIN,BUY,market,2017-01-11T00:00:00.000Z,2017-02-06T00:00:00.000Z,1187.4,1167.93643,1226.32714,184.39941755426767
97,WIN,BUY,market,2017-01-12T00:00:00.000Z,2017-02-06T00:00:00.000Z,1191.41,1171.18786,1231.85429,140.18127647425231
98,WIN,BUY,market,2017-01-13T00:00:00.000Z,2017-02-08T00:00:00.000Z,1195.23,1174.04786,1237.59429,279.11385004664527
99,WIN,BUY,market,2017-01-16T00:00:00.000Z,2017-02-08T00:00:00.000Z,1197.24,1175.34107,1241.03786,201.33800915324795
100,LOSS,SELL,market,2017-01-30T00:00:00.000Z,2017-01-31T00:00:00.000Z,1191.17,1212.68536,1148.13929,-211.98413768390344
101,LOSS,SELL,market,2017-02-01T00:00:00.000Z,2017-02-06T00:00:00.000Z,1210.45,1232.09929,1167.15143,-208.8043756186449
102,LOSS,SELL,market,2017-02-02T00:00:00.000Z,2017-02-06T00:00:00.000Z,1209.51,1230.97821,1166.57357,-205.67230998436523
103,LOSS,SELL,market,2017-02-03T00:00:00.000Z,2017-02-08T00:00:00.000Z,1215.66,1237.545,1171.89,-202.58722533459974
104,LOSS,BUY,market,2017-02-06T00:00:00.000Z,2017-03-10T00:00:00.000Z,1220.01,1197.81214,1264.40571,-199.54841695458072
105,LOSS,BUY,market,2017-02-07T00:00:00.000Z,2017-03-08T00:00:00.000Z,1235.21,1213.00464,1279.62071,-196.55519070026202
106,LOSS,BUY,market,2017-02-08T00:00:00.000Z,2017-03-08T00:00:00.000Z,1233.48,1212.05571,1276.32857,-193.60686283975807
107,LOSS,BUY,market,2017-02-09T00:00:00.000Z,2017-02-13T00:00:00.000Z,1241.39,1219.54357,1285.08286,-190.70275989716168
108,LOSS,BUY,market,2017-02-10T00:00:00.000Z,2017-03-09T00:00:00.000Z,1228.46,1206.35107,1272.67786,-187.84221849870426
109,LOSS,BUY,market,2017-02-13T00:00:00.000Z,2017-03-08T00:00:00.000Z,1233.5,1210.87464,1278.75071,-185.02458522122367
110,LOSS,BUY,market,2017-02-14T00:00:00.000Z,2017-03-09T00:00:00.000Z,1225.28,1202.56357,1270.71286,-182.24921644290535
111,LOSS,BUY,market,2017-02-15T00:00:00.000Z,2017-03-09T00:00:00.000Z,1228.35,1206.04929,1272.95143,-179.51547819626174
112,LOSS,BUY,market,2017-02-16T00:00:00.000Z,2017-03-08T00:00:00.000Z,1233.15,1211.025,1277.4,-176.82274602331785
113,LOSS,BUY,market,2017-02-17T00:00:00.000Z,2017-03-07T00:00:00.000Z,1239.31,1217.25786,1283.41429,-174.17040483296807
114,LOSS,BUY,market,2017-02-20T00:00:00.000Z,2017-03-08T00:00:00.000Z,1234.7,1212.84393,1278.41214,-171.55784876047355
115,LOSS,BUY,market,2017-02-24T00:00:00.000Z,2017-03-03T00:00:00.000Z,1249.18,1229.92964,1287.68071,-168.98448102906644
116,LOSS,BUY,market,2017-02-27T00:00:00.000Z,2017-03-01T00:00:00.000Z,1256.92,1238.09607,1294.56786,-166.44971381363044
117,LOSS,BUY,market,2017-02-28T00:00:00.000Z,2017-03-02T00:00:00.000Z,1252.7,1233.36179,1291.37643,-163.95296810642597
118,LOSS,BUY,market,2017-03-01T00:00:00.000Z,2017-03-03T00:00:00.000Z,1248.15,1229.22964,1285.99071,-161.49367358482957
119,LOSS,BUY,market,2017-03-02T00:00:00.000Z,2017-03-02T00:00:00.000Z,1249.47,1231.09929,1286.21143,-159.07126848105713
120,LOSS,SELL,market,2017-03-07T00:00:00.000Z,2017-03-21T00:00:00.000Z,1225.2,1243.77214,1188.05571,-156.68519945384128
121,LOSS,SELL,market,2017-03-08T00:00:00.000Z,2017-03-16T00:00:00.000Z,1215.51,1233.70286,1179.12429,-154.33492146203366
122,LOSS,SELL,market,2017-03-09T00:00:00.000Z,2017-03-16T00:00:00.000Z,1208,1226.35571,1171.28857,-152.01989764010315
123,LOSS,SELL,market,2017-03-10T00:00:00.000Z,2017-03-15T00:00:00.000Z,1200.92,1219.32607,1164.10786,-149.7395991755016
124,LOSS,SELL,market,2017-03-13T00:00:00.000Z,2017-03-16T00:00:00.000Z,1204.56,1223.51143,1166.65714,-147.4935051878691
125,LOSS,SELL,market,2017-03-14T00:00:00.000Z,2017-03-16T00:00:00.000Z,1204,1222.52179,1166.95643,-145.28110261005105
126,LOSS,SELL,market,2017-03-15T00:00:00.000Z,2017-03-15T00:00:00.000Z,1198.58,1217.21964,1161.30071,-143.10188607090026
127,LOSS,SELL,market,2017-03-22T00:00:00.000Z,2017-04-07T00:00:00.000Z,1244.33,1263.99929,1204.99143,-140.95535777983676
128,LOSS,SELL,market,2017-03-23T00:00:00.000Z,2017-04-07T00:00:00.000Z,1248.72,1267.16464,1211.83071,-138.84102741313922
129,LOSS,BUY,precision,2017-05-03T00:00:00.000Z,2017-05-04T00:00:00.000Z,1239.595,1233.02686,1268.75,-136.75841200194213
130,LOSS,SELL,precision,2017-04-03T00:00:00.000Z,2017-04-07T00:00:00.000Z,1246.42,1264.62207,1144.36,-134.707035821913
131,LOSS,SELL,precision,2017-04-04T00:00:00.000Z,2017-04-07T00:00:00.000Z,1246.42,1264.59914,1144.36,-132.6864302845843
132,LOSS,BUY,market,2017-04-13T00:00:00.000Z,2017-04-24T00:00:00.000Z,1286.15,1267.40964,1323.63071,-130.69613383031555
133,LOSS,BUY,market,2017-04-17T00:00:00.000Z,2017-04-24T00:00:00.000Z,1287.36,1269.06214,1323.95571,-128.73569182286082
134,LOSS,BUY,market,2017-04-18T00:00:00.000Z,2017-04-24T00:00:00.000Z,1284.38,1266.33393,1320.47214,-126.80465644551789
135,LOSS,BUY,market,2017-04-19T00:00:00.000Z,2017-04-24T00:00:00.000Z,1289.22,1270.88571,1325.88857,-124.90258659883511
136,LOSS,BUY,market,2017-04-20T00:00:00.000Z,2017-04-26T00:00:00.000Z,1279.62,1260.29679,1318.26643,-123.02904779985259
137,LOSS,BUY,market,2017-04-21T00:00:00.000Z,2017-04-25T00:00:00.000Z,1281.59,1262.76607,1319.23786,-121.18361208285481
138,LOSS,BUY,market,2017-04-24T00:00:00.000Z,2017-04-24T00:00:00.000Z,1284.07,1265.37036,1321.46929,-119.36585790161199
139,LOSS,BUY,market,2017-04-25T00:00:00.000Z,2017-05-01T00:00:00.000Z,1275.27,1255.55786,1314.69429,-117.57537003308781
140,LOSS,SELL,market,2017-05-04T00:00:00.000Z,2017-05-17T00:00:00.000Z,1237.82,1256.08357,1201.29286,-115.81173948259149
141,LOSS,SELL,market,2017-05-15T00:00:00.000Z,2017-05-17T00:00:00.000Z,1228.13,1245.88143,1192.62714,-114.07456339035262
142,LOSS,SELL,market,2017-05-16T00:00:00.000Z,2017-05-17T00:00:00.000Z,1230.17,1247.25714,1195.99571,-112.36344493949733
143,LOSS,SELL,market,2017-05-17T00:00:00.000Z,2017-05-17T00:00:00.000Z,1236.72,1253.63893,1202.88214,-110.67799326540487
144,LOSS,SELL,precision,2017-05-18T00:00:00.000Z,2017-05-26T00:00:00.000Z,1260.34,1265.52243,1241.51,-109.0178233664238
145,WIN,BUY,market,2017-05-19T00:00:00.000Z,2017-06-06T00:00:00.000Z,1246.94,1226.7875,1287.245,110.96709101452463
146,WIN,BUY,market,2017-05-22T00:00:00.000Z,2017-06-06T00:00:00.000Z,1254.99,1235.54357,1293.88286,125.47433228456295
147,LOSS,BUY,market,2017-05-23T00:00:00.000Z,2017-06-26T00:00:00.000Z,1260.21,1240.22571,1300.17857,-110.92917736541376
148,WIN,BUY,market,2017-05-24T00:00:00.000Z,2017-06-06T00:00:00.000Z,1250.89,1231.75214,1289.16571,121.05048584641135
149,WIN,BUY,market,2017-05-25T00:00:00.000Z,2017-06-06T00:00:00.000Z,1258.46,1239.80964,1295.76071,200.91640859664497
150,WIN,BUY,market,2017-05-26T00:00:00.000Z,2017-06-06T00:00:00.000Z,1255.5,1237.24821,1292.00357,79.24950471271127
151,LOSS,BUY,market,2017-05-29T00:00:00.000Z,2017-06-19T00:00:00.000Z,1266.5,1248.15393,1303.19214,-115.28348569226907
152,LOSS,BUY,market,2017-05-30T00:00:00.000Z,2017-06-19T00:00:00.000Z,1266.76,1249.53143,1301.21714,-113.55423340688503
153,LOSS,BUY,market,2017-05-31T00:00:00.000Z,2017-06-19T00:00:00.000Z,1262.81,1245.26214,1297.90571,-111.85091990578175
154,LOSS,BUY,market,2017-06-01T00:00:00.000Z,2017-06-19T00:00:00.000Z,1268.69,1250.74464,1304.58071,-110.17315610719503
155,LOSS,BUY,market,2017-06-02T00:00:00.000Z,2017-06-19T00:00:00.000Z,1265.74,1247.63714,1301.94571,-108.52055876558711
156,LOSS,BUY,market,2017-06-05T00:00:00.000Z,2017-06-13T00:00:00.000Z,1278.75,1259.55,1317.15,-106.89275038410331
157,LOSS,BUY,market,2017-06-06T00:00:00.000Z,2017-06-13T00:00:00.000Z,1279.42,1260.57464,1317.11071,-105.28935912834176
158,LOSS,BUY,market,2017-06-07T00:00:00.000Z,2017-06-08T00:00:00.000Z,1293.96,1275.91714,1330.04571,-103.71001874141662
159,LOSS,BUY,market,2017-06-08T00:00:00.000Z,2017-06-09T00:00:00.000Z,1286.67,1269.34929,1321.31143,-102.15436846029539
160,LOSS,BUY,market,2017-06-09T00:00:00.000Z,2017-06-13T00:00:00.000Z,1277.75,1259.65357,1313.94286,-100.62205293339095
161,WIN,SELL,market,2017-06-12T00:00:00.000Z,2017-07-03T00:00:00.000Z,1266.48,1285.2375,1228.965,156.2883382653636
162,WIN,SELL,market,2017-06-13T00:00:00.000Z,2017-07-03T00:00:00.000Z,1265.66,1283.73929,1229.50143,120.88521483827549
163,WIN,SELL,market,2017-06-15T00:00:00.000Z,2017-07-03T00:00:00.000Z,1260.97,1280.83536,1221.23929,104.61451513357858
164,WIN,SELL,market,2017-06-16T00:00:00.000Z,2017-07-07T00:00:00.000Z,1253.78,1273.51464,1214.31071,178.7800628552966
165,WIN,SELL,market,2017-06-19T00:00:00.000Z,2017-07-07T00:00:00.000Z,1253.63,1273.51786,1213.85429,101.52237360468341
166,LOSS,SELL,market,2017-06-20T00:00:00.000Z,2017-07-27T00:00:00.000Z,1243.58,1263.63393,1203.47214,-109.04407970984805
167,LOSS,SELL,market,2017-06-21T00:00:00.000Z,2017-07-26T00:00:00.000Z,1243.04,1262.2625,1204.595,-107.40841851420033
168,WIN,SELL,market,2017-06-22T00:00:00.000Z,2017-07-07T00:00:00.000Z,1246.43,1265.45536,1208.37929,187.2572167602099
169,WIN,SELL,market,2017-06-23T00:00:00.000Z,2017-07-07T00:00:00.000Z,1250.32,1268.18821,1214.58357,204.76061620756383
170,WIN,SELL,market,2017-06-27T00:00:00.000Z,2017-07-10T00:00:00.000Z,1244.4,1263.14464,1206.91071,174.10951466402787
171,WIN,SELL,market,2017-06-28T00:00:00.000Z,2017-07-07T00:00:00.000Z,1247.01,1265.68607,1209.65786,211.3182745719051
172,WIN,SELL,market,2017-06-29T00:00:00.000Z,2017-07-07T00:00:00.000Z,1249.03,1266.74821,1213.59357,112.18062141511587
173,WIN,SELL,market,2017-06-30T00:00:00.000Z,2017-07-07T00:00:00.000Z,1245.14,1262.47679,1210.46643,144.46733831822758
174,WIN,SELL,market,2017-07-03T00:00:00.000Z,2017-07-10T00:00:00.000Z,1241.27,1258.84893,1206.11214,36.34531867478114
175,LOSS,SELL,market,2017-07-04T00:00:00.000Z,2017-07-18T00:00:00.000Z,1220.12,1239.25036,1181.85929,-121.85387574566481
176,LOSS,SELL,market,2017-07-05T00:00:00.000Z,2017-07-18T00:00:00.000Z,1223.32,1240.57964,1188.80071,-120.02606760947984
177,LOSS,SELL,precision,2017-07-17T00:00:00.000Z,2017-07-18T00:00:00.000Z,1232.775,1241.36686,1188.36,-118.22567659533765
178,LOSS,SELL,market,2017-07-07T00:00:00.000Z,2017-07-18T00:00:00.000Z,1224.96,1241.95929,1190.96143,-116.45229144640757
179,LOSS,SELL,market,2017-07-10T00:00:00.000Z,2017-07-14T00:00:00.000Z,1212.83,1230.74429,1177.00143,-114.70550707471146
180,LOSS,SELL,market,2017-07-11T00:00:00.000Z,2017-07-14T00:00:00.000Z,1214.07,1232.41607,1177.37786,-112.98492446859079
181,LOSS,SELL,precision,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,1218.975,1224.89814,1194.86,-111.29015060156193
182,LOSS,SELL,market,2017-07-13T00:00:00.000Z,2017-07-18T00:00:00.000Z,1220.27,1239.12071,1182.56857,-109.62079834253849
183,LOSS,SELL,market,2017-07-14T00:00:00.000Z,2017-07-17T00:00:00.000Z,1217.32,1236.04964,1179.86071,-107.97648636740041
184,LOSS,SELL,precision,2017-07-17T00:00:00.000Z,2017-07-18T00:00:00.000Z,1232.775,1241.55857,1188.36,-106.35683907188941
185,LOSS,SELL,market,2017-07-19T00:00:00.000Z,2017-07-26T00:00:00.000Z,1242.29,1260.49679,1205.87643,-104.76148648581106
186,LOSS,SELL,market,2017-07-20T00:00:00.000Z,2017-07-24T00:00:00.000Z,1241.06,1258.70643,1205.76714,-103.19006418852389
187,LOSS,BUY,precision,2017-07-26T00:00:00.000Z,2017-07-26T00:00:00.000Z,1249.66,1245.26243,1265.06,-101.64221322569604
188,WIN,BUY,market,2017-07-27T00:00:00.000Z,2017-08-18T00:00:00.000Z,1260.74,1242.85893,1296.50214,138.88431752793755
189,WIN,BUY,market,2017-07-28T00:00:00.000Z,2017-08-18T00:00:00.000Z,1258.87,1242.10643,1292.39714,76.1787536802287
190,LOSS,BUY,market,2017-07-31T00:00:00.000Z,2017-08-08T00:00:00.000Z,1269.31,1252.25714,1303.41571,-103.34352609543308
191,LOSS,BUY,market,2017-08-01T00:00:00.000Z,2017-08-08T00:00:00.000Z,1269.34,1252.70071,1302.61857,-101.79337320400158
192,LOSS,BUY,market,2017-08-02T00:00:00.000Z,2017-08-08T00:00:00.000Z,1268.72,1252.15357,1301.85286,-100.26647260594156
