ID,Status,Direction,Type,EntryTime,ExitTime,OrderPrice,StopLoss,TakeProfit,PnL
46,LOSS,SELL,precision,2016-12-23T00:00:00.000Z,2016-12-27T00:00:00.000Z,1128.23,1140.77,1103.15,-134.87996948305195
47,LOSS,SELL,market,2016-12-29T00:00:00.000Z,2016-12-29T00:00:00.000Z,1141.36,1157.24,1109.5999999999997,-132.5093957139104
48,LOSS,SELL,market,2016-12-30T00:00:00.000Z,2017-01-11T00:00:00.000Z,1157.69,1193.4100000000003,1086.2499999999995,-129.7166172160184
49,LOSS,SELL,market,2017-01-03T00:00:00.000Z,2017-01-05T00:00:00.000Z,1152.12,1179.04,1098.2799999999997,-127.90450906620084
50,LOSS,SELL,market,2017-01-27T00:00:00.000Z,2017-01-31T00:00:00.000Z,1188.49,1210.34714,1144.77571,-126.03738945863383
51,LOSS,SELL,market,2017-01-30T00:00:00.000Z,2017-01-31T00:00:00.000Z,1191.17,1212.68536,1148.13929,-124.27262568660728
52,LOSS,SELL,market,2017-01-31T00:00:00.000Z,2017-02-02T00:00:00.000Z,1195.21,1216.8025,1152.025,-122.44029061479155
53,LOSS,SELL,market,2017-02-01T00:00:00.000Z,2017-02-06T00:00:00.000Z,1210.45,1232.09929,1167.15143,-120.34568912885963
54,WIN,BUY,market,2017-02-03T00:00:00.000Z,2017-04-12T00:00:00.000Z,1215.66,1181.9599999999998,1283.0600000000006,184.34834805805065
55,LOSS,BUY,market,2017-02-07T00:00:00.000Z,2017-03-08T00:00:00.000Z,1235.21,1213.00464,1279.62071,-121.57264157904832
56,LOSS,BUY,market,2017-02-08T00:00:00.000Z,2017-03-08T00:00:00.000Z,1233.48,1212.05571,1276.32857,-119.50127859163658
57,LOSS,BUY,market,2017-02-09T00:00:00.000Z,2017-02-13T00:00:00.000Z,1241.39,1219.54357,1285.08286,-117.86680509580634
58,LOSS,BUY,market,2017-02-10T00:00:00.000Z,2017-03-09T00:00:00.000Z,1228.46,1206.35107,1272.67786,-115.9569871745248
59,LOSS,BUY,market,2017-02-13T00:00:00.000Z,2017-03-08T00:00:00.000Z,1233.5,1210.87464,1278.75071,-114.42808637841448
60,LOSS,BUY,market,2017-02-15T00:00:00.000Z,2017-03-09T00:00:00.000Z,1228.35,1206.04929,1272.95143,-112.555096702873
61,LOSS,BUY,market,2017-02-16T00:00:00.000Z,2017-03-08T00:00:00.000Z,1233.15,1211.025,1277.4,-110.77765127185297
62,LOSS,BUY,market,2017-02-17T00:00:00.000Z,2017-03-07T00:00:00.000Z,1239.31,1217.25786,1283.41429,-109.20238155355342
63,LOSS,BUY,market,2017-02-20T00:00:00.000Z,2017-03-08T00:00:00.000Z,1234.7,1212.84393,1278.41214,-107.56259972932295
64,LOSS,SELL,market,2017-02-21T00:00:00.000Z,2017-02-23T00:00:00.000Z,1237.63,1250.0700000000002,1212.75,-105.99165000075087
65,LOSS,SELL,market,2017-02-22T00:00:00.000Z,2017-02-27T00:00:00.000Z,1235.6,1261.02,1184.7599999999998,-104.26592094761992
66,LOSS,SELL,market,2017-02-23T00:00:00.000Z,2017-02-24T00:00:00.000Z,1237.18,1255.5400000000002,1200.4599999999998,-102.95043545542573
67,LOSS,BUY,market,2017-02-24T00:00:00.000Z,2017-03-03T00:00:00.000Z,1249.18,1229.92964,1287.68071,-101.1380094157481
68,LOSS,BUY,market,2017-02-27T00:00:00.000Z,2017-03-01T00:00:00.000Z,1256.92,1238.09607,1294.56786,-99.69871231523888
69,LOSS,BUY,market,2017-02-28T00:00:00.000Z,2017-03-02T00:00:00.000Z,1252.7,1233.36179,1291.37643,-98.20955899653842
70,LOSS,BUY,market,2017-03-01T00:00:00.000Z,2017-03-03T00:00:00.000Z,1248.15,1229.22964,1285.99071,-96.82681295050863
71,LOSS,BUY,market,2017-03-02T00:00:00.000Z,2017-03-02T00:00:00.000Z,1249.47,1231.09929,1286.21143,-95.45566813532616
72,LOSS,SELL,precision,2017-03-03T00:00:00.000Z,2017-04-11T00:00:00.000Z,1234.11,1271.9299999999996,1158.4700000000005,-93.63978987740138
73,LOSS,SELL,market,2017-03-07T00:00:00.000Z,2017-03-22T00:00:00.000Z,1225.2,1249.0600000000002,1177.4799999999998,-92.25785686035105
74,LOSS,SELL,market,2017-03-08T00:00:00.000Z,2017-03-16T00:00:00.000Z,1215.51,1233.70286,1179.12429,-90.97941287965874
75,LOSS,SELL,market,2017-03-09T00:00:00.000Z,2017-03-16T00:00:00.000Z,1208,1226.35571,1171.28857,-89.60590274841262
76,LOSS,SELL,market,2017-03-10T00:00:00.000Z,2017-03-15T00:00:00.000Z,1200.92,1219.32607,1164.10786,-88.30899744850167
77,LOSS,SELL,market,2017-03-13T00:00:00.000Z,2017-03-16T00:00:00.000Z,1204.56,1223.51143,1166.65714,-87.05788072520753
78,LOSS,SELL,market,2017-03-14T00:00:00.000Z,2017-03-16T00:00:00.000Z,1204,1222.52179,1166.95643,-85.64489183606398
79,LOSS,SELL,market,2017-03-15T00:00:00.000Z,2017-03-15T00:00:00.000Z,1198.58,1217.21964,1161.30071,-84.49146047091753
80,LOSS,SELL,precision,2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,1221.635,1227.42557,1199.41,-84.72950280129524
81,LOSS,SELL,market,2017-03-17T00:00:00.000Z,2017-03-21T00:00:00.000Z,1226.17,1246.135,1186.24,-81.8780260244508
82,LOSS,SELL,market,2017-03-21T00:00:00.000Z,2017-03-23T00:00:00.000Z,1234.06,1252.975,1196.23,-80.54732001210013
83,WIN,BUY,market,2017-03-22T00:00:00.000Z,2017-09-01T00:00:00.000Z,1244.33,1202.9499999999998,1327.0900000000001,123.27465494207185
84,WIN,BUY,market,2017-03-23T00:00:00.000Z,2017-04-12T00:00:00.000Z,1248.72,1233.76,1278.64,104.4110200387602
85,WIN,BUY,market,2017-03-24T00:00:00.000Z,2017-04-13T00:00:00.000Z,1244.97,1224.01,1286.89,103.11581294547672
86,WIN,BUY,market,2017-03-27T00:00:00.000Z,2017-04-13T00:00:00.000Z,1244.51,1222.7500000000002,1288.0299999999995,58.80278504937468
87,LOSS,BUY,market,2017-03-28T00:00:00.000Z,2017-05-08T00:00:00.000Z,1254.26,1225.16,1312.4599999999998,-85.10846787525482
88,WIN,BUY,market,2017-03-29T00:00:00.000Z,2017-04-17T00:00:00.000Z,1251.68,1230.3,1294.4400000000003,135.64498512965756
89,WIN,BUY,market,2017-03-30T00:00:00.000Z,2017-04-12T00:00:00.000Z,1253.14,1238.5000000000002,1282.4199999999998,157.83951754711975
90,LOSS,BUY,precision,2017-05-03T00:00:00.000Z,2017-05-04T00:00:00.000Z,1239.595,1233.02686,1268.75,-89.85878791491643
91,WIN,BUY,precision,2017-04-03T00:00:00.000Z,2017-04-17T00:00:00.000Z,1248.76,1226.9399999999998,1292.4000000000003,173.0091485124867
92,WIN,BUY,precision,2017-04-04T00:00:00.000Z,2017-04-17T00:00:00.000Z,1253.3,1234.8799999999999,1290.14,178.1994229678613
93,WIN,BUY,market,2017-04-05T00:00:00.000Z,2017-04-13T00:00:00.000Z,1255.97,1240.05,1287.8100000000002,160.8534808653087
94,LOSS,BUY,market,2017-04-06T00:00:00.000Z,2017-05-04T00:00:00.000Z,1255.4,1228.2600000000002,1309.6799999999998,-94.64494652943516
95,WIN,BUY,market,2017-04-07T00:00:00.000Z,2017-04-13T00:00:00.000Z,1251.59,1233.2900000000002,1288.1899999999994,42.072509461182236
96,LOSS,BUY,market,2017-04-10T00:00:00.000Z,2017-07-07T00:00:00.000Z,1253.93,1213.1499999999999,1335.4900000000005,-93.71510012912029
97,WIN,BUY,market,2017-04-11T00:00:00.000Z,2017-04-17T00:00:00.000Z,1254.27,1234.27,1294.27,42.76153064856489
98,LOSS,BUY,market,2017-04-12T00:00:00.000Z,2017-05-01T00:00:00.000Z,1274.21,1255.93893,1310.75214,-93.08227226061192
99,LOSS,BUY,market,2017-04-13T00:00:00.000Z,2017-04-24T00:00:00.000Z,1286.15,1267.40964,1323.63071,-91.88160598176916
100,LOSS,BUY,market,2017-04-17T00:00:00.000Z,2017-04-24T00:00:00.000Z,1287.36,1269.06214,1323.95571,-90.36702096302234
101,LOSS,BUY,market,2017-04-18T00:00:00.000Z,2017-04-24T00:00:00.000Z,1284.38,1266.33393,1320.47214,-89.01234054518761
102,LOSS,BUY,market,2017-04-19T00:00:00.000Z,2017-04-24T00:00:00.000Z,1289.22,1270.88571,1325.88857,-87.82668429484661
103,LOSS,BUY,market,2017-04-20T00:00:00.000Z,2017-04-26T00:00:00.000Z,1279.62,1260.29679,1318.26643,-86.40577286255822
104,LOSS,BUY,market,2017-04-21T00:00:00.000Z,2017-04-25T00:00:00.000Z,1281.59,1262.76607,1319.23786,-85.05088952354957
105,LOSS,BUY,market,2017-04-24T00:00:00.000Z,2017-04-24T00:00:00.000Z,1284.07,1265.37036,1321.46929,-84.31147540192057
106,LOSS,BUY,market,2017-04-25T00:00:00.000Z,2017-05-01T00:00:00.000Z,1275.27,1255.55786,1314.69429,-82.55686861320798
107,LOSS,SELL,precision,2017-04-26T00:00:00.000Z,2017-08-18T00:00:00.000Z,1263.53,1296.61,1197.3700000000001,-81.14146301333916
108,LOSS,SELL,market,2017-05-05T00:00:00.000Z,2017-05-17T00:00:00.000Z,1227.53,1246.7375,1189.115,-80.12912827595044
109,LOSS,SELL,market,2017-05-08T00:00:00.000Z,2017-05-17T00:00:00.000Z,1227.45,1246.16571,1190.01857,-78.81803393941163
110,LOSS,SELL,market,2017-05-09T00:00:00.000Z,2017-05-17T00:00:00.000Z,1225.75,1244.69929,1187.85143,-77.55143327528958
111,LOSS,SELL,market,2017-05-10T00:00:00.000Z,2017-05-17T00:00:00.000Z,1220.84,1239.54821,1183.42357,-76.52375424395595
112,LOSS,SELL,market,2017-05-11T00:00:00.000Z,2017-05-16T00:00:00.000Z,1218.78,1237.63179,1181.07643,-75.39869802884775
113,LOSS,SELL,market,2017-05-12T00:00:00.000Z,2017-05-17T00:00:00.000Z,1224.69,1243.65429,1186.76143,-74.29879590874357
114,LOSS,SELL,market,2017-05-15T00:00:00.000Z,2017-05-17T00:00:00.000Z,1228.13,1245.88143,1192.62714,-73.18573578098568
115,LOSS,SELL,market,2017-05-16T00:00:00.000Z,2017-05-17T00:00:00.000Z,1230.17,1247.25714,1195.99571,-72.13791137260185
116,LOSS,SELL,market,2017-05-17T00:00:00.000Z,2017-05-17T00:00:00.000Z,1236.72,1253.63893,1202.88214,-71.04189375512803
117,LOSS,BUY,precision,2017-05-18T00:00:00.000Z,2017-07-07T00:00:00.000Z,1260.99,1211.3099999999997,1360.3500000000006,-69.58124415504764
118,WIN,BUY,market,2017-05-19T00:00:00.000Z,2017-06-06T00:00:00.000Z,1246.94,1226.7875,1287.245,70.60892756327644
119,WIN,BUY,market,2017-05-22T00:00:00.000Z,2017-06-06T00:00:00.000Z,1254.99,1235.54357,1293.88286,79.8399593819355
120,LOSS,BUY,market,2017-05-23T00:00:00.000Z,2017-06-26T00:00:00.000Z,1260.21,1240.22571,1300.17857,-71.03354370880328
121,WIN,BUY,market,2017-05-24T00:00:00.000Z,2017-06-06T00:00:00.000Z,1250.89,1231.75214,1289.16571,77.01758614387099
122,WIN,BUY,market,2017-05-25T00:00:00.000Z,2017-06-06T00:00:00.000Z,1258.46,1239.80964,1295.76071,127.83176125738805
123,WIN,BUY,market,2017-05-26T00:00:00.000Z,2017-06-06T00:00:00.000Z,1255.5,1237.24821,1292.00357,50.421983136974724
124,LOSS,BUY,market,2017-05-29T00:00:00.000Z,2017-06-19T00:00:00.000Z,1266.5,1248.15393,1303.19214,-73.87464057780454
125,LOSS,BUY,market,2017-05-30T00:00:00.000Z,2017-06-19T00:00:00.000Z,1266.76,1249.53143,1301.21714,-72.75677900013208
126,LOSS,BUY,market,2017-05-31T00:00:00.000Z,2017-06-19T00:00:00.000Z,1262.81,1245.26214,1297.90571,-71.5179552885311
127,LOSS,BUY,market,2017-06-01T00:00:00.000Z,2017-06-19T00:00:00.000Z,1268.69,1250.74464,1304.58071,-70.61064355809843
128,LOSS,BUY,market,2017-06-02T00:00:00.000Z,2017-06-19T00:00:00.000Z,1265.74,1247.63714,1301.94571,-69.34106519824735
129,LOSS,BUY,market,2017-06-05T00:00:00.000Z,2017-06-13T00:00:00.000Z,1278.75,1259.55,1317.15,-68.40241807102217
130,LOSS,BUY,market,2017-06-06T00:00:00.000Z,2017-06-13T00:00:00.000Z,1279.42,1260.57464,1317.11071,-67.23310871511636
131,LOSS,BUY,market,2017-06-07T00:00:00.000Z,2017-06-08T00:00:00.000Z,1293.96,1275.91714,1330.04571,-66.46011465461626
132,LOSS,BUY,market,2017-06-08T00:00:00.000Z,2017-06-09T00:00:00.000Z,1286.67,1269.34929,1321.31143,-65.44091533246014
133,LOSS,BUY,market,2017-06-09T00:00:00.000Z,2017-06-13T00:00:00.000Z,1277.75,1259.65357,1313.94286,-64.39959650702663
134,LOSS,BUY,market,2017-06-12T00:00:00.000Z,2017-07-03T00:00:00.000Z,1266.48,1232.56,1334.3200000000002,-63.24701136571681
135,LOSS,BUY,market,2017-06-13T00:00:00.000Z,2017-06-15T00:00:00.000Z,1265.66,1252.1000000000001,1292.78,-62.59983770284015
136,LOSS,BUY,market,2017-06-14T00:00:00.000Z,2017-06-19T00:00:00.000Z,1266.37,1246.9500000000003,1305.2099999999991,-61.37900007482593
137,LOSS,BUY,market,2017-06-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,1256.6,1238.52,1292.7599999999998,-60.64888467370757
138,WIN,SELL,market,2017-06-27T00:00:00.000Z,2017-07-10T00:00:00.000Z,1244.4,1263.14464,1206.91071,92.41926585223021
139,WIN,SELL,market,2017-07-03T00:00:00.000Z,2017-07-10T00:00:00.000Z,1241.27,1258.84893,1206.11214,18.17614415150761
140,LOSS,SELL,market,2017-07-04T00:00:00.000Z,2017-07-18T00:00:00.000Z,1220.12,1239.25036,1181.85929,-61.41544037452091
141,LOSS,SELL,market,2017-07-05T00:00:00.000Z,2017-07-18T00:00:00.000Z,1223.32,1240.57964,1188.80071,-60.402616364469154
142,LOSS,SELL,precision,2017-07-17T00:00:00.000Z,2017-07-18T00:00:00.000Z,1232.775,1241.36686,1188.36,-60.14333917090602
143,LOSS,SELL,market,2017-07-07T00:00:00.000Z,2017-07-18T00:00:00.000Z,1224.96,1241.95929,1190.96143,-58.459459975949386
144,LOSS,SELL,market,2017-07-10T00:00:00.000Z,2017-07-14T00:00:00.000Z,1212.83,1230.74429,1177.00143,-57.66124630743081
145,LOSS,SELL,market,2017-07-11T00:00:00.000Z,2017-07-14T00:00:00.000Z,1214.07,1232.41607,1177.37786,-56.81401296042845
146,LOSS,SELL,precision,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,1218.975,1224.89814,1194.86,-57.023600946008585
147,LOSS,SELL,market,2017-07-13T00:00:00.000Z,2017-07-18T00:00:00.000Z,1220.27,1239.12071,1182.56857,-55.119760633906644
148,LOSS,SELL,market,2017-07-14T00:00:00.000Z,2017-07-17T00:00:00.000Z,1217.32,1236.04964,1179.86071,-54.309312403276266
149,LOSS,SELL,precision,2017-07-17T00:00:00.000Z,2017-07-18T00:00:00.000Z,1232.775,1241.55857,1188.36,-54.02551019793297
150,WIN,BUY,precision,2017-07-18T00:00:00.000Z,2017-07-28T00:00:00.000Z,1233.87,1218.19,1265.2299999999996,104.61601363221503
151,WIN,BUY,market,2017-07-19T00:00:00.000Z,2017-08-11T00:00:00.000Z,1242.29,1218.85,1289.17,96.0494649100748
152,WIN,BUY,market,2017-07-20T00:00:00.000Z,2017-08-01T00:00:00.000Z,1241.06,1224.7199999999998,1273.7400000000002,63.148058209677814
153,WIN,BUY,market,2017-07-21T00:00:00.000Z,2017-08-18T00:00:00.000Z,1244.41,1219.95,1293.3300000000002,58.966191195098276
154,WIN,BUY,market,2017-07-24T00:00:00.000Z,2017-08-28T00:00:00.000Z,1254.86,1230.1999999999996,1304.1800000000005,90.1651059182918
155,WIN,BUY,market,2017-07-25T00:00:00.000Z,2017-08-10T00:00:00.000Z,1255.09,1241.3099999999997,1282.6500000000003,87.89492075204798
156,LOSS,BUY,precision,2017-07-26T00:00:00.000Z,2017-07-26T00:00:00.000Z,1249.66,1245.26243,1265.06,-61.86106877214189
157,WIN,BUY,market,2017-07-27T00:00:00.000Z,2017-08-18T00:00:00.000Z,1260.74,1242.85893,1296.50214,81.69664761737718
158,WIN,BUY,market,2017-07-28T00:00:00.000Z,2017-08-18T00:00:00.000Z,1258.87,1242.10643,1292.39714,44.81102622758476
159,LOSS,BUY,market,2017-07-31T00:00:00.000Z,2017-08-08T00:00:00.000Z,1269.31,1252.25714,1303.41571,-61.27192756186855
160,LOSS,BUY,market,2017-08-01T00:00:00.000Z,2017-08-08T00:00:00.000Z,1269.34,1252.70071,1302.61857,-60.28952700042383
161,LOSS,BUY,market,2017-08-02T00:00:00.000Z,2017-08-08T00:00:00.000Z,1268.72,1252.15357,1301.85286,-59.39363174668241
162,WIN,BUY,market,2017-08-03T00:00:00.000Z,2017-08-18T00:00:00.000Z,1266.48,1249.69714,1300.04571,79.76693346769972
163,LOSS,BUY,market,2017-08-04T00:00:00.000Z,2017-08-08T00:00:00.000Z,1268.4,1252.03179,1301.13643,-59.76103741915782
164,WIN,BUY,market,2017-08-07T00:00:00.000Z,2017-08-18T00:00:00.000Z,1258.53,1241.29179,1293.00643,103.07774073222426
165,WIN,BUY,market,2017-08-08T00:00:00.000Z,2017-08-11T00:00:00.000Z,1257.67,1241.24393,1290.52214,62.92897843112787
166,WIN,BUY,market,2017-08-09T00:00:00.000Z,2017-08-18T00:00:00.000Z,1260.75,1243.7325,1294.785,27.77021497523612
167,WIN,BUY,market,2017-08-10T00:00:00.000Z,2017-08-29T00:00:00.000Z,1277.14,1259.43679,1312.54643,53.02483988714932
168,LOSS,BUY,market,2017-08-11T00:00:00.000Z,2017-08-15T00:00:00.000Z,1286.25,1268.45571,1321.83857,-62.47025740649017
169,LOSS,BUY,market,2017-08-14T00:00:00.000Z,2017-08-15T00:00:00.000Z,1288.82,1270.60464,1325.25071,-61.60247053828923
170,WIN,BUY,market,2017-08-15T00:00:00.000Z,2017-08-29T00:00:00.000Z,1281.67,1263.11607,1318.77786,116.24916630777435
171,WIN,BUY,precision,2017-08-16T00:00:00.000Z,2017-08-28T00:00:00.000Z,1269.855,1262.72771,1302.93,287.53585082793575
172,WIN,BUY,market,2017-08-17T00:00:00.000Z,2017-08-29T00:00:00.000Z,1282.98,1264.38964,1320.16071,76.81983089032686
173,WIN,BUY,precision,2017-08-18T00:00:00.000Z,2017-08-29T00:00:00.000Z,1287.82,1271.0600000000002,1321.3399999999995,134.8521455383187
174,WIN,BUY,market,2017-08-21T00:00:00.000Z,2017-08-29T00:00:00.000Z,1284.25,1264.92036,1322.90929,69.37619728575498
175,WIN,BUY,market,2017-08-22T00:00:00.000Z,2017-09-04T00:00:00.000Z,1291.81,1272.29821,1330.83357,132.2508082959468
176,WIN,BUY,market,2017-08-23T00:00:00.000Z,2017-08-29T00:00:00.000Z,1284.89,1265.31071,1324.04857,90.00916608077048
177,WIN,BUY,market,2017-08-24T00:00:00.000Z,2017-08-29T00:00:00.000Z,1290.58,1273.3000000000002,1325.1399999999994,139.02448499832906
178,WIN,BUY,market,2017-08-25T00:00:00.000Z,2017-08-29T00:00:00.000Z,1286.18,1272.76,1313.0200000000002,63.44768166089131
179,LOSS,BUY,market,2017-08-28T00:00:00.000Z,2017-12-07T00:00:00.000Z,1290.77,1253.65,1365.0099999999998,-77.05745716705711
180,WIN,BUY,market,2017-08-29T00:00:00.000Z,2017-09-08T00:00:00.000Z,1309.78,1289.42929,1350.48143,50.36847062589304
181,WIN,BUY,market,2017-08-30T00:00:00.000Z,2017-09-08T00:00:00.000Z,1309.42,1288.81321,1350.63357,112.63588284928109
182,WIN,BUY,market,2017-08-31T00:00:00.000Z,2017-09-07T00:00:00.000Z,1308.63,1288.515,1348.86,55.84499330338903
183,LOSS,BUY,market,2017-09-01T00:00:00.000Z,2017-09-20T00:00:00.000Z,1321.25,1299.53,1364.69,-79.3909041394775
184,LOSS,BUY,market,2017-09-04T00:00:00.000Z,2017-09-20T00:00:00.000Z,1324.76,1302.97571,1368.32857,-78.11201997459183
185,LOSS,BUY,market,2017-09-05T00:00:00.000Z,2017-09-18T00:00:00.000Z,1333.76,1311.94143,1377.39714,-76.97859192035902
186,LOSS,BUY,market,2017-09-06T00:00:00.000Z,2017-09-14T00:00:00.000Z,1339.57,1317.52107,1383.66786,-75.92261382800899
187,LOSS,BUY,market,2017-09-07T00:00:00.000Z,2017-09-18T00:00:00.000Z,1334.01,1311.69107,1378.64786,-74.6225714005087
188,LOSS,BUY,market,2017-09-08T00:00:00.000Z,2017-09-11T00:00:00.000Z,1348.94,1326.62536,1393.56929,-73.5666137978388
189,LOSS,BUY,market,2017-09-11T00:00:00.000Z,2017-09-12T00:00:00.000Z,1346.33,1323.85679,1391.27643,-72.77353453112627
