ID,Status,Direction,Type,EntryTime,ExitTime,OrderPrice,StopLoss,TakeProfit,PnL
178,WIN,SELL,market,2023-01-31T08:00:00.000Z,2023-01-31T10:14:00.000Z,1917.29,1922.12214,1907.62571,102.05926607018085
179,LOSS,SELL,market,2023-01-31T15:00:00.000Z,2023-01-31T15:30:00.000Z,1907.16,1914.24857,1892.98286,-65.2545598758291
180,LOSS,SELL,market,2023-01-31T16:00:00.000Z,2023-01-31T17:41:00.000Z,1919.64,1928.04643,1902.82714,-64.27574147769167
181,LOSS,SELL,precision,2023-01-31T17:00:00.000Z,2023-01-31T17:58:00.000Z,1922.54,1929.09407,1906.61929,-63.3116053555263
182,WIN,BUY,market,2023-01-31T19:00:00.000Z,2023-02-01T22:07:00.000Z,1927.39,1917.83393,1946.50214,114.01855364675484
183,WIN,BUY,market,2023-01-31T20:00:00.000Z,2023-02-01T22:33:00.000Z,1929.58,1920.15786,1948.42429,121.4498815840723
184,WIN,BUY,market,2023-01-31T21:00:00.000Z,2023-02-01T22:33:00.000Z,1929.33,1919.97536,1948.03929,125.64538692848481
185,WIN,BUY,market,2023-01-31T22:00:00.000Z,2023-02-01T22:28:00.000Z,1928.64,1919.46429,1946.99143,129.11975464847086
186,WIN,BUY,market,2023-01-31T23:00:00.000Z,2023-02-01T22:06:00.000Z,1928.45,1919.6375,1946.075,130.56729377584034
187,WIN,BUY,market,2023-02-01T01:00:00.000Z,2023-02-01T22:03:00.000Z,1928.05,1919.50214,1945.14571,139.39695123668534
188,WIN,BUY,market,2023-02-01T02:00:00.000Z,2023-02-01T21:51:00.000Z,1927.31,1919.68679,1942.55643,141.59721675961282
189,WIN,BUY,market,2023-02-01T03:00:00.000Z,2023-02-01T21:51:00.000Z,1927.54,1920.27893,1942.06214,120.41670829498533
